800000.0,675.2
1600000.0,685.4
2400000.0,871.4
3200000.0,860.7
4000000.0,870.1
4800000.0,1153.3
5600000.0,1172.9
6400000.0,1175.8
7200000.0,1125.6
8000000.0,1111.6
8800000.0,1237.4
9600000.0,1220.4
1.04E7,1254.6
1.12E7,1248.2
1.2E7,1235.9
1.28E7,1235.7
1.36E7,1217.5
1.44E7,1246.0
1.52E7,1214.0
1.6E7,1223.4
1.68E7,715.1
1.76E7,600.0
1.84E7,689.1
1.92E7,670.1
2.0E7,676.9
2.08E7,771.0
2.16E7,757.6
2.24E7,765.5
2.32E7,761.4
2.4E7,760.2
2.48E7,741.5
2.56E7,733.9
2.64E7,748.5
2.72E7,743.3
2.8E7,743.2
2.88E7,734.8
2.96E7,742.8
3.04E7,747.6
3.12E7,732.3
3.2E7,789.9
